ID do Colaborador;Cargo;Salário;Avaliação de Desempenho;Percentual de Bônus;Tempo de Empresa (anos);Data da Última Promoção;Data do Último Treinamento;Flag: Treinamento Antes da Admissão
EMP_00307;Auxiliar Administrativo;8555,33;1;0,09910000000000001;3,27;;;Não
EMP_00308;Analista Financeiro;4816,86;1;0,060599999999999994;12,44;;2024-12-22;Não
EMP_00309;Engenheiro de Dados;7094,19;2;0,0461;0,96;;;Não
EMP_00310;Desenvolvedor Python;5595,61;4;0,08710000000000001;1,92;;2023-10-08;Não
EMP_00311;Analista de Dados;5564,64;5;0,08960000000000001;3,95;;;Não
EMP_00312;Diretor de Operações;8197,55;3;0,0889;2,0;;;Não
EMP_00313;Auxiliar Administrativo;7650,83;2;0,1375;6,97;2024-01-04;2025-03-29;Não
EMP_00314;Analista de Dados;7627,02;3;0,0641;9,18;2024-09-03;2024-10-20;Não
EMP_00315;Diretor de Operações;8610,96;2;0,052300000000000006;7,68;;2024-07-06;Não
EMP_00316;Desenvolvedor Python;6042,01;1;0,1519;4,45;;;Não
EMP_00317;Diretor de Operações;7363,91;2;0,044000000000000004;2,76;;2025-05-13;Não
EMP_00318;Gerente de RH;5379,47;5;0,0274;11,98;;2024-05-10;Não
EMP_00319;Analista Financeiro;6648,33;4;0,15839999999999999;10,46;;2024-11-24;Não
EMP_00320;Estagiário;5739,71;5;0,10369999999999999;2,78;2025-03-01;2024-04-28;Não
EMP_00321;Auxiliar Administrativo;6193,99;3;0,0626;10,41;2022-05-07;2023-10-25;Não
EMP_00322;Coordenador de TI;7190,31;3;0,17079999999999998;7,33;2020-07-13;2024-01-13;Não
EMP_00323;Diretor de Operações;4363,56;3;0,058600000000000006;1,45;2025-05-14;;Não
EMP_00324;Analista de Dados;10184,77;1;0,10300000000000001;13,3;;;Não
EMP_00325;Diretor de Operações;3987,97;5;0,1726;10,41;;;Não
EMP_00326;Diretor de Operações;3571,62;2;0,0717;4,0;;;Não
EMP_00327;Consultor de BI;8316,22;2;0,0665;7,4;;2023-10-17;Não
EMP_00328;Desenvolvedor Python;7583,33;3;0,0931;1,18;;2024-01-08;Sim
EMP_00329;Gerente de RH;7248,24;3;0,1834;2,82;;;Não
EMP_00330;Analista Financeiro;7256,69;5;0,0509;14,13;;2023-11-12;Não
EMP_00331;Desenvolvedor Python;5975,51;3;0,1297;12,14;;;Não
EMP_00332;Desenvolvedor Python;4205,49;4;0,1207;15,24;;2024-04-21;Não
EMP_00333;Auxiliar Administrativo;6151,61;3;0,1079;2,03;;2023-08-04;Não
EMP_00334;Diretor de Operações;4645,68;2;0,09519999999999999;4,86;;2023-10-11;Não
EMP_00335;Engenheiro de Dados;7950,24;5;0,11710000000000001;5,54;;2024-02-03;Não
EMP_00336;Diretor de Operações;5705,89;4;0,0478;2,75;2024-06-23;;Não
EMP_00337;Estagiário;4349,01;3;0,0984;8,54;;2024-12-05;Não
EMP_00338;Diretor de Operações;5357,23;5;0,0724;11,7;;2023-07-16;Não
EMP_00339;Auxiliar Administrativo;6825,86;2;0,1038;4,53;2024-11-22;;Não
EMP_00340;Coordenador de TI;4872,55;2;0,1115;9,19;2019-12-28;2024-12-04;Não
EMP_00341;Desenvolvedor Python;4355,56;1;0,0924;3,72;2022-12-28;2024-09-14;Não
EMP_00342;Estagiário;6487,37;4;0,0873;11,76;;2023-07-27;Não
EMP_00343;Analista Financeiro;6489,93;4;0,16399999999999998;8,53;2021-09-26;2024-06-03;Não
EMP_00344;Estagiário;4986,11;3;0,12029999999999999;14,98;2023-08-21;2024-04-01;Não
EMP_00345;Coordenador de TI;5057,92;5;0,053399999999999996;10,5;2017-09-09;2025-04-30;Não
EMP_00346;Auxiliar Administrativo;6464,1;1;0,1268;1,14;2025-06-23;2024-02-24;Sim
EMP_00347;Analista de Dados;3103,83;2;0,1416;0,8;;;Não
EMP_00348;Estagiário;3185,07;5;0,0369;14,89;2020-12-01;2024-01-16;Não
EMP_00349;Estagiário;4563,11;5;0,0;13,39;2025-04-14;;Não
EMP_00350;Consultor de BI;5573,11;1;0,20129999999999998;12,09;2015-02-09;;Não
EMP_00351;Coordenador de TI;6621,82;2;0,15380000000000002;7,25;2023-12-16;;Não
EMP_00352;Estagiário;8950,71;5;0,0953;8,2;2024-11-06;2024-10-27;Não
EMP_00353;Analista de Dados;7715,32;1;0,1009;11,05;;2023-08-23;Não
EMP_00354;Diretor de Operações;5680,12;1;0,0644;5,99;2025-06-13;2024-01-23;Não
EMP_00355;Diretor de Operações;5961,97;3;0,12029999999999999;10,04;;2024-07-04;Não
EMP_00356;Consultor de BI;3994,94;4;0,032;4,13;2022-05-27;;Não
EMP_00357;Analista de Dados;5962,97;2;0,1458;14,08;;;Não
EMP_00358;Analista Financeiro;5422,68;5;0,0159;5,84;2022-11-06;2024-08-26;Não
EMP_00359;Consultor de BI;6645,44;2;0,1727;11,6;;2024-02-29;Não
EMP_00360;Engenheiro de Dados;4345,54;1;0,0344;13,12;;2024-09-10;Não
EMP_00361;Auxiliar Administrativo;7038,69;3;0,1069;12,88;2018-07-26;2023-11-13;Não
EMP_00362;Analista de Dados;9065,48;4;0,1425;3,85;2024-03-04;2023-07-27;Não
EMP_00363;Consultor de BI;5782,48;4;0,0837;5,67;2020-12-26;;Não
EMP_00364;Gerente de RH;6803,42;4;0,1058;7,2;2023-11-01;;Não
EMP_00365;Coordenador de TI;7380,29;4;0,12689999999999999;14,86;;;Não
EMP_00366;Consultor de BI;5197,56;4;0,1057;3,37;;2024-01-10;Não
EMP_00367;Coordenador de TI;6448,18;5;0,061500000000000006;2,57;;2025-05-18;Não
EMP_00368;Analista de Dados;6025,18;3;0,1112;6,67;;2024-09-21;Não
EMP_00369;Coordenador de TI;6195,35;2;0,1628;11,21;;;Não
EMP_00370;Desenvolvedor Python;4453,98;1;0,1387;13,01;;;Não
EMP_00371;Analista de Dados;6049,02;2;0,1096;10,13;;2024-08-11;Não
EMP_00372;Engenheiro de Dados;6996,0;5;0,1001;0,6;;2024-04-15;Sim
EMP_00373;Analista de Dados;8902,29;2;0,053899999999999997;5,68;2023-03-23;2024-06-27;Não
EMP_00374;Consultor de BI;7918,54;1;0,0375;6,36;2022-09-23;2024-11-16;Não
EMP_00375;Diretor de Operações;10306,36;5;0,12789999999999999;11,71;2017-09-16;2023-09-13;Não
EMP_00376;Analista de Dados;4465,3;3;0,1307;13,27;2017-12-23;2025-05-09;Não
EMP_00377;Engenheiro de Dados;7744,64;2;0,10529999999999999;0,85;;2024-12-14;Não
EMP_00378;Analista Financeiro;6366,68;4;0,1384;8,74;2022-01-03;2023-12-08;Não
EMP_00379;Diretor de Operações;10379,61;3;0,1242;5,14;2023-09-22;2025-02-12;Não
EMP_00380;Diretor de Operações;4383,4;1;0,09949999999999999;13,29;2015-01-19;2025-01-11;Não
EMP_00381;Coordenador de TI;4320,56;4;0,08220000000000001;14,62;2023-12-23;;Não
EMP_00382;Coordenador de TI;4801,21;3;0,09849999999999999;3,45;2024-01-09;2025-04-04;Não
EMP_00383;Diretor de Operações;1752,21;3;0,1182;13,19;2014-11-06;2023-09-08;Não
EMP_00384;Analista de Dados;4948,49;5;0,1011;8,46;;;Não
EMP_00385;Analista de Dados;4481,73;5;0,0891;14,38;;2023-09-25;Não
EMP_00386;Analista de Dados;6300,79;2;0,07730000000000001;5,72;;2025-06-14;Não
EMP_00387;Analista de Dados;6683,51;4;0,0525;1,13;;2025-02-09;Não
EMP_00388;Analista de Dados;9752,34;5;0,0581;13,25;2013-09-16;;Não
EMP_00389;Estagiário;7900,85;1;0,1779;8,65;;2024-11-11;Não
EMP_00390;Analista de Dados;4846,19;3;0,1063;7,81;2024-01-01;2023-10-27;Não
EMP_00391;Engenheiro de Dados;4203,17;2;0,10300000000000001;8,97;;2024-06-09;Não
EMP_00392;Gerente de RH;6983,84;2;0,0105;10,37;;2024-12-13;Não
EMP_00393;Estagiário;3359,53;2;0,0946;4,12;2023-10-23;2025-04-09;Não
EMP_00394;Desenvolvedor Python;9662,92;2;0,12359999999999999;2,9;;2024-08-10;Não
EMP_00395;Gerente de RH;8358,88;2;0,1094;6,36;2023-07-19;2023-12-06;Não
EMP_00396;Engenheiro de Dados;5061,65;4;0,07730000000000001;8,58;;2024-10-04;Não
EMP_00397;Estagiário;2573,73;4;0,08560000000000001;13,67;;2024-04-15;Não
EMP_00398;Engenheiro de Dados;8707,74;3;0,0924;5,67;;;Não
EMP_00399;Estagiário;5770,92;5;0,0916;7,09;2022-11-24;2023-10-19;Não
EMP_00400;Coordenador de TI;8475,63;1;0,0;7,48;2019-04-24;2024-07-21;Não
EMP_00401;Auxiliar Administrativo;2811,14;5;0,1047;11,12;;2024-04-18;Não
EMP_00402;Engenheiro de Dados;4801,25;3;0,0868;1,11;;2024-11-04;Não
EMP_00403;Analista Financeiro;6010,49;5;0,1209;14,92;;;Não
EMP_00404;Engenheiro de Dados;6093,96;2;0,1174;9,62;2024-11-22;2025-03-06;Não
EMP_00405;Estagiário;5099,87;1;0,1784;6,35;2023-06-21;2024-04-26;Não
EMP_00406;Engenheiro de Dados;7245,7;2;0,062400000000000004;12,57;;;Não
EMP_00407;Coordenador de TI;3864,76;4;0,1155;9,42;;2023-11-26;Não
EMP_00408;Engenheiro de Dados;5715,24;3;0,0675;1,82;2025-02-06;;Não
EMP_00409;Estagiário;6240,59;2;0,051699999999999996;2,08;;;Não
EMP_00410;Diretor de Operações;7028,88;4;0,1354;12,68;;2023-07-15;Não
EMP_00411;Auxiliar Administrativo;7423,23;3;0,11689999999999999;8,38;2024-06-20;;Não
EMP_00412;Analista Financeiro;3750,72;3;0,0006;4,3;;;Não
EMP_00413;Estagiário;2931,77;3;0,0974;6,25;2022-08-26;2024-07-09;Não
EMP_00414;Diretor de Operações;8555,35;1;0,1265;5,81;;2024-04-05;Não
EMP_00415;Consultor de BI;6664,63;2;0,1014;14,06;2020-02-05;2024-05-20;Não
EMP_00416;Engenheiro de Dados;4503,03;5;0,1322;13,51;2022-05-31;2024-01-10;Não
EMP_00417;Diretor de Operações;9102,3;2;0,1217;9,7;;2024-08-03;Não
EMP_00418;Coordenador de TI;6231,35;3;0,145;9,71;2020-11-06;2024-09-30;Não
EMP_00419;Analista Financeiro;8358,59;3;0,08449999999999999;13,88;;2024-05-07;Não
EMP_00420;Gerente de RH;6135,04;2;0,0353;5,92;;;Não
EMP_00421;Gerente de RH;10121,5;2;0,0789;3,1;;;Não
EMP_00422;Consultor de BI;9510,68;3;0,1373;14,78;2023-06-07;2023-10-19;Não
EMP_00423;Analista de Dados;5502,07;3;0,0857;6,01;;2024-09-14;Não
EMP_00424;Auxiliar Administrativo;7943,14;3;0,0652;4,87;2024-08-25;;Não
EMP_00425;Desenvolvedor Python;7290,75;2;0,1722;5,46;;2024-11-22;Não
EMP_00426;Estagiário;8737,26;2;0,0;12,21;2023-07-21;2024-03-25;Não
EMP_00427;Diretor de Operações;4070,15;5;0,0;4,96;;2024-03-14;Não
EMP_00428;Consultor de BI;7372,1;3;0,1054;11,1;2024-12-12;2024-02-02;Não
EMP_00429;Desenvolvedor Python;8116,85;4;0,0765;5,81;2021-03-05;2023-12-30;Não
EMP_00430;Engenheiro de Dados;2482,52;5;0,0603;0,72;;2024-02-29;Sim
EMP_00431;Consultor de BI;3633,48;3;0,1759;14,22;2022-09-13;2023-12-28;Não
EMP_00432;Coordenador de TI;1921,54;1;0,16;9,83;;2023-10-10;Não
EMP_00433;Consultor de BI;5461,19;1;0,158;2,38;;2025-02-20;Não
EMP_00434;Consultor de BI;7435,08;2;0,1396;3,39;2024-06-29;2024-01-06;Não
EMP_00435;Engenheiro de Dados;9004,71;5;0,0802;13,7;;2023-11-12;Não
EMP_00436;Diretor de Operações;6148,19;1;0,1209;4,6;2023-01-31;2024-02-15;Não
EMP_00437;Analista de Dados;9257,23;2;0,12050000000000001;14,04;2018-04-06;2023-08-03;Não
EMP_00438;Auxiliar Administrativo;3239,8;1;0,1133;8,85;2024-04-30;;Não
EMP_00439;Analista de Dados;2593,24;2;0,182;13,18;;;Não
EMP_00440;Analista de Dados;5888,9;4;0,073;9,55;2017-01-23;2024-06-22;Não
EMP_00441;Coordenador de TI;6768,13;5;0,0703;3,07;;2024-02-09;Não
EMP_00442;Gerente de RH;5934,61;3;0,0875;2,01;2024-10-26;;Não
EMP_00443;Diretor de Operações;1865,12;1;0,1856;9,78;;2023-09-24;Não
EMP_00444;Engenheiro de Dados;5821,76;5;0,1549;8,08;2021-02-09;2024-01-05;Não
EMP_00445;Analista de Dados;3391,06;3;0,1036;11,72;;;Não
EMP_00446;Estagiário;7339,35;1;0,11960000000000001;3,74;;2024-09-16;Não
EMP_00447;Auxiliar Administrativo;6733,2;1;0,0218;10,91;2024-06-24;2025-01-17;Não
EMP_00448;Engenheiro de Dados;4120,24;2;0,0444;13,72;2019-05-21;2023-12-02;Não
EMP_00449;Engenheiro de Dados;4972,27;4;0,08380000000000001;3,44;2024-12-29;2023-09-25;Não
EMP_00450;Analista de Dados;3881,57;5;0,059500000000000004;6,85;2023-10-16;2025-01-05;Não
EMP_00451;Auxiliar Administrativo;5874,64;5;0,1072;5,21;2024-04-08;;Não
EMP_00452;Desenvolvedor Python;7910,28;1;0,11130000000000001;2,99;2025-01-19;2024-04-29;Não
EMP_00453;Gerente de RH;4028,55;2;0,08839999999999999;9,28;2025-02-06;;Não
EMP_00454;Analista Financeiro;7008,09;3;0,0154;3,3;2024-01-21;2023-10-31;Não
EMP_00455;Engenheiro de Dados;4939,48;4;0,10439999999999999;8,73;2019-02-13;2024-12-01;Não
EMP_00456;Engenheiro de Dados;4414,25;2;0,1536;1,5;;2023-09-28;Sim
EMP_00457;Estagiário;5785,94;1;0,06570000000000001;6,94;2021-08-19;;Não
EMP_00458;Estagiário;3929,52;1;0,0725;2,46;2025-05-24;;Não
EMP_00459;Diretor de Operações;4892,7;2;0,077;8,98;2024-02-18;2024-11-06;Não
EMP_00460;Diretor de Operações;3604,24;3;0,07769999999999999;1,82;;2023-07-27;Sim
EMP_00461;Analista de Dados;9929,45;1;0,12119999999999999;14,64;;2023-07-30;Não
EMP_00462;Auxiliar Administrativo;6070,53;2;0,0555;14,17;2014-08-03;2023-10-29;Não
EMP_00463;Engenheiro de Dados;4600,55;4;0,2553;7,46;;;Não
EMP_00464;Analista de Dados;6427,96;5;0,0944;1,43;2025-04-26;;Não
EMP_00465;Engenheiro de Dados;5775,34;3;0,0068000000000000005;8,15;2018-07-04;2024-12-29;Não
EMP_00466;Auxiliar Administrativo;5558,06;5;0,07150000000000001;4,87;;2024-02-20;Não
EMP_00467;Gerente de RH;7228,33;5;0,1039;13,62;2013-11-24;;Não
EMP_00468;Analista Financeiro;7515,02;4;0,0245;10,05;;2024-09-23;Não
EMP_00469;Coordenador de TI;4939,0;3;0,0516;7,48;;;Não
EMP_00470;Gerente de RH;4848,36;4;0,08810000000000001;11,55;;2023-10-17;Não
EMP_00471;Estagiário;5449,9;1;0,0584;4,18;2025-01-24;2024-01-11;Não
EMP_00472;Coordenador de TI;1500,0;3;0,013500000000000002;10,12;2016-07-07;2025-01-17;Não
EMP_00473;Desenvolvedor Python;2969,62;2;0,0999;5,25;;;Não
EMP_00474;Analista Financeiro;8733,75;2;0,0882;7,23;2024-03-16;2025-02-26;Não
EMP_00475;Analista Financeiro;9289,94;4;0,2285;4,64;2022-02-21;2024-04-23;Não
EMP_00476;Auxiliar Administrativo;5501,93;2;0,1744;11,36;2024-10-20;2024-12-02;Não
EMP_00477;Diretor de Operações;7153,11;3;0,0492;12,7;2015-04-08;2024-08-03;Não
EMP_00478;Estagiário;6622,5;2;0,0;10,16;2017-03-03;2023-11-05;Não
EMP_00479;Engenheiro de Dados;12157,76;3;0,0876;9,15;;2024-08-16;Não
EMP_00480;Gerente de RH;8239,15;3;0,0;10,76;;2025-06-06;Não
EMP_00481;Auxiliar Administrativo;5744,16;4;0,11220000000000001;13,78;2025-05-07;;Não
EMP_00482;Estagiário;4088,92;5;0,1032;8,32;;;Não
EMP_00483;Analista Financeiro;2787,11;5;0,0758;9,13;2020-02-27;2024-08-12;Não
EMP_00484;Consultor de BI;6406,93;2;0,1036;7,06;2024-02-09;;Não
EMP_00485;Desenvolvedor Python;4487,3;3;0,11130000000000001;6,36;;2025-06-18;Não
EMP_00486;Auxiliar Administrativo;3155,49;4;0,0858;3,75;;;Não
EMP_00487;Engenheiro de Dados;4706,85;2;0,12689999999999999;10,8;2021-07-25;2025-03-18;Não
EMP_00488;Analista de Dados;3836,9;4;0,0922;14,26;2022-03-04;2025-04-20;Não
EMP_00489;Consultor de BI;9374,28;3;0,06;1,22;2025-06-25;2025-03-26;Não
EMP_00490;Consultor de BI;7763,28;3;0,1343;6,44;;;Não
EMP_00491;Diretor de Operações;5984,05;4;0,0;4,27;2022-07-27;2023-08-12;Não
EMP_00492;Desenvolvedor Python;8959,89;3;0,0999;10,1;;2023-09-22;Não
EMP_00493;Desenvolvedor Python;6154,74;4;0,1024;2,43;;2023-10-17;Não
EMP_00494;Analista Financeiro;4277,43;1;0,0562;0,68;;;Não
EMP_00495;Auxiliar Administrativo;9046,25;5;0,08130000000000001;12,8;2018-06-07;2024-05-03;Não
EMP_00496;Analista Financeiro;7077,82;3;0,1193;14,1;2014-03-23;2025-06-28;Não
EMP_00497;Estagiário;3925,51;2;0,1079;11,32;2017-02-18;;Não
EMP_00498;Analista Financeiro;5619,32;5;0,11259999999999999;13,54;;2025-05-04;Não
EMP_00499;Estagiário;4248,76;1;0,0016;2,98;2024-08-29;;Não
EMP_00500;Consultor de BI;3234,4;5;0,1075;7,68;2025-06-24;2024-10-30;Não
EMP_00501;Analista Financeiro;7852,36;2;0,0898;5,86;2020-10-26;2023-08-20;Não
EMP_00502;Analista Financeiro;9818,83;3;0,17120000000000002;13,03;2019-10-25;2023-10-29;Não
EMP_00503;Gerente de RH;3202,86;4;0,0;12,75;;;Não
EMP_00504;Analista de Dados;7125,94;3;0,10640000000000001;15,39;2016-05-06;2023-07-04;Não
EMP_00505;Gerente de RH;4698,71;1;0,0599;4,74;;2024-11-23;Não
EMP_00506;Analista de Dados;5025,75;1;0,15410000000000001;6,81;;;Não
EMP_00507;Estagiário;4815,21;3;0,015700000000000002;0,82;;2024-11-06;Não
EMP_00508;Desenvolvedor Python;4272,02;5;0,1093;6,38;;;Não
EMP_00509;Engenheiro de Dados;6097,04;1;0,121;3,58;;2023-09-20;Não
EMP_00510;Diretor de Operações;4338,1;2;0,023799999999999998;12,79;2018-10-01;2024-02-18;Não
EMP_00511;Analista Financeiro;6540,91;3;0,0403;1,78;;;Não
EMP_00512;Auxiliar Administrativo;5899,52;3;0,038900000000000004;4,2;;2025-02-12;Não
EMP_00513;Diretor de Operações;5522,1;2;0,14730000000000001;12,48;;2023-09-05;Não
EMP_00514;Diretor de Operações;4184,87;2;0,17859999999999998;14,53;2015-09-10;;Não
EMP_00515;Engenheiro de Dados;4846,46;2;0,0824;11,84;;;Não
EMP_00516;Gerente de RH;7510,78;5;0,0943;10,41;;2023-10-23;Não
EMP_00517;Engenheiro de Dados;7001,83;1;0,06;14,04;;2025-05-03;Não
EMP_00518;Auxiliar Administrativo;4044,89;5;0,10779999999999999;7,1;;;Não
EMP_00519;Coordenador de TI;6198,66;4;0,11900000000000001;1,71;2025-06-11;2024-03-19;Não
EMP_00520;Gerente de RH;7502,77;4;0,0751;14,81;;2024-08-16;Não
EMP_00521;Analista Financeiro;2661,19;1;0,0733;10,12;;2023-08-22;Não
EMP_00522;Analista Financeiro;7086,72;4;0,1116;2,05;;2025-01-12;Não
EMP_00523;Engenheiro de Dados;4674,75;1;0,10550000000000001;5,55;;2025-01-13;Não
EMP_00524;Diretor de Operações;7141,2;2;0,1459;7,84;2019-07-26;;Não
EMP_00525;Analista de Dados;4473,48;3;0,1545;1,84;;;Não
EMP_00526;Gerente de RH;2390,24;1;0,09029999999999999;2,46;;;Não
EMP_00527;Consultor de BI;2744,92;3;0,0946;2,97;;2024-04-19;Não
EMP_00528;Engenheiro de Dados;6096,17;1;0,1;8,22;;;Não
EMP_00529;Estagiário;6519,45;1;0,0003;6,62;2022-06-10;;Não
EMP_00530;Diretor de Operações;4191,37;5;0,0943;2,15;;2023-11-17;Não
EMP_00531;Auxiliar Administrativo;7277,18;5;0,12869999999999998;11,42;;2023-08-29;Não
EMP_00532;Consultor de BI;2676,96;1;0,0;1,96;;;Não
EMP_00533;Estagiário;5867,84;5;0,1015;2,72;;;Não
EMP_00534;Engenheiro de Dados;3577,97;1;0,1542;13,39;;;Não
EMP_00535;Analista Financeiro;4696,33;3;0,0946;5,93;;2024-04-24;Não
EMP_00536;Consultor de BI;6094,8;3;0,12140000000000001;10,3;2016-08-24;;Não
EMP_00537;Auxiliar Administrativo;4279,17;3;0,2077;1,31;;2024-09-06;Não
EMP_00538;Engenheiro de Dados;5230,89;4;0,095;3,62;2024-05-02;2024-04-25;Não
EMP_00539;Engenheiro de Dados;8012,59;5;0,1253;8,76;;2023-12-24;Não
EMP_00540;Gerente de RH;4846,22;2;0,1605;8,06;;2023-12-29;Não
EMP_00541;Analista Financeiro;7671,38;5;0,1416;8,38;2024-09-07;2024-08-29;Não
EMP_00542;Engenheiro de Dados;3740,59;3;0,1252;7,04;2024-12-23;2024-09-28;Não
EMP_00543;Coordenador de TI;7059,61;4;0,06;12,39;;;Não
EMP_00544;Diretor de Operações;8883,14;3;0,1391;13,52;2022-02-20;2023-10-20;Não
EMP_00545;Gerente de RH;1500,0;2;0,0037;8,23;2019-06-11;2023-12-24;Não
EMP_00546;Desenvolvedor Python;4406,21;5;0,16510000000000002;5,63;;2024-04-02;Não
EMP_00547;Coordenador de TI;7154,14;4;0,1427;12,66;2024-12-15;2024-10-20;Não
EMP_00548;Coordenador de TI;5593,91;3;0,11460000000000001;8,51;2022-06-26;;Não
EMP_00549;Coordenador de TI;6742,29;2;0,0711;6,93;;;Não
EMP_00550;Coordenador de TI;4792,03;3;0,0349;6,34;;;Não
EMP_00551;Analista Financeiro;6173,18;5;0,083;7,05;2022-12-21;2023-12-02;Não
EMP_00552;Auxiliar Administrativo;5688,65;5;0,06269999999999999;5,63;2021-07-07;2025-01-02;Não
EMP_00553;Diretor de Operações;8335,56;3;0,13390000000000002;8,9;;;Não
EMP_00554;Analista Financeiro;6508,84;4;0,0857;6,18;2023-03-15;2024-12-11;Não
EMP_00555;Gerente de RH;6675,21;1;0,12269999999999999;5,9;;2024-08-04;Não
EMP_00556;Desenvolvedor Python;5176,25;2;0,1435;12,05;2024-03-15;2024-05-29;Não
EMP_00557;Estagiário;5024,79;5;0,0751;8,4;;;Não
EMP_00558;Diretor de Operações;5134,88;4;0,0009;1,02;2025-06-25;2024-06-14;Sim
EMP_00559;Engenheiro de Dados;6788,9;5;0,17010000000000003;3,38;;2025-06-04;Não
EMP_00560;Gerente de RH;5158,03;3;0,0909;1,51;;2024-11-08;Não
EMP_00561;Coordenador de TI;6579,55;4;0,1315;0,71;;2024-04-21;Sim
EMP_00562;Gerente de RH;10150,8;2;0,031400000000000004;12,72;2014-12-08;2024-07-20;Não
EMP_00563;Engenheiro de Dados;7742,25;2;0,1417;1,99;2025-04-10;2025-01-18;Não
EMP_00564;Desenvolvedor Python;5347,95;1;0,09230000000000001;11,5;2018-03-25;2025-06-15;Não
EMP_00565;Consultor de BI;8402,43;4;0,0;6,23;2024-03-08;2023-12-28;Não
EMP_00566;Auxiliar Administrativo;5183,85;1;0,0336;9,63;2017-03-13;;Não
EMP_00567;Auxiliar Administrativo;1923,75;2;0,1484;3,08;;2024-07-03;Não
EMP_00568;Engenheiro de Dados;3983,83;2;0,0932;8,72;;2024-12-25;Não
EMP_00569;Consultor de BI;2258,42;3;0,11539999999999999;7,19;2021-01-31;;Não
EMP_00570;Analista de Dados;5296,97;3;0,0746;14,29;2012-07-10;2023-07-12;Não
EMP_00571;Coordenador de TI;6036,84;1;0,0507;10,73;;;Não
EMP_00572;Analista Financeiro;9352,87;3;0,1105;15,41;2013-08-20;2024-06-22;Não
EMP_00573;Gerente de RH;6653,85;5;0,0109;15,34;2013-10-20;2024-01-31;Não
EMP_00574;Analista Financeiro;5561,8;5;0,0812;12,48;;2024-10-30;Não
EMP_00575;Analista de Dados;7658,81;3;0,006;7,22;2022-07-22;;Não
EMP_00576;Coordenador de TI;1577,73;5;0,09;1,01;;;Não
EMP_00577;Engenheiro de Dados;6471,23;1;0,1923;5,67;2023-07-13;2024-08-16;Não
EMP_00578;Estagiário;7541,73;1;0,10279999999999999;14,54;;2024-01-05;Não
EMP_00579;Analista de Dados;3042,83;2;0,1176;12,54;2017-03-15;2025-04-03;Não
EMP_00580;Desenvolvedor Python;8287,51;4;0,14529999999999998;9,56;2023-08-31;2025-06-26;Não
EMP_00581;Analista de Dados;6676,99;5;0,0755;11,04;;2024-11-25;Não
EMP_00582;Consultor de BI;5169,42;1;0,1306;4,28;;2023-12-06;Não
EMP_00583;Desenvolvedor Python;7265,56;1;0,0832;0,75;;2024-06-20;Sim
EMP_00584;Auxiliar Administrativo;10541,39;1;0,1355;13,27;2022-07-15;2024-05-15;Não
EMP_00585;Analista de Dados;6363,73;1;0,1578;4,9;2024-06-11;2023-12-22;Não
EMP_00586;Coordenador de TI;6496,44;3;0,0793;4,65;2021-11-09;2024-07-19;Não
EMP_00587;Desenvolvedor Python;5081,28;3;0,0735;6,96;2022-11-20;;Não
EMP_00588;Estagiário;4300,31;2;0,1108;10,17;;2024-10-08;Não
EMP_00589;Analista Financeiro;7660,67;4;0,12619999999999998;14,81;;2024-03-03;Não
EMP_00590;Engenheiro de Dados;4287,83;1;0,1091;5,59;;;Não
EMP_00591;Engenheiro de Dados;6143,13;5;0,16440000000000002;1,24;;2023-08-03;Sim
EMP_00592;Analista Financeiro;5044,69;3;0,056100000000000004;3,44;2024-06-01;2023-10-06;Não
EMP_00593;Auxiliar Administrativo;6957,96;1;0,1207;14,05;2024-10-31;2025-04-21;Não
EMP_00594;Auxiliar Administrativo;6667,32;1;0,1336;10,94;;2024-02-14;Não
EMP_00595;Auxiliar Administrativo;8075,08;1;0,0981;14,97;2018-10-03;2025-03-16;Não
EMP_00596;Estagiário;4979,97;1;0,1593;12,94;;2023-12-07;Não
EMP_00597;Analista Financeiro;5460,25;3;0,1674;6,4;;2025-05-14;Não
EMP_00598;Desenvolvedor Python;4042,47;2;0,0683;4,82;2023-10-28;;Não
EMP_00599;Engenheiro de Dados;5111,41;2;0,0817;10,05;2025-02-21;;Não
EMP_00600;Engenheiro de Dados;6754,6;2;0,11130000000000001;14,24;2019-05-27;;Não
EMP_00601;Auxiliar Administrativo;7513,98;2;0,0877;11,66;;;Não
EMP_00602;Consultor de BI;4155,67;4;0,10880000000000001;10,76;;2024-01-15;Não
EMP_00603;Diretor de Operações;7739,21;4;0,1613;15,44;;2024-07-02;Não
EMP_00604;Engenheiro de Dados;8711,28;5;0,2167;7,98;2020-03-24;2024-05-22;Não
EMP_00605;Desenvolvedor Python;6826,87;2;0,0;10,52;2016-05-26;;Não
EMP_00606;Coordenador de TI;9753,59;3;0,17190000000000003;6,63;2023-08-03;2025-05-28;Não
EMP_00607;Analista de Dados;4452,42;5;0,0993;6,63;;2024-09-16;Não
EMP_00608;Engenheiro de Dados;3510,69;4;0,0542;11,17;;2025-01-22;Não
EMP_00609;Desenvolvedor Python;2442,56;2;0,0667;12,12;2020-04-13;2025-05-12;Não
EMP_00610;Desenvolvedor Python;8992,09;5;0,08810000000000001;13,28;;2024-05-11;Não
EMP_00611;Consultor de BI;7308,73;5;0,0641;4,18;2023-02-14;2024-10-04;Não
EMP_00612;Gerente de RH;5888,83;2;0,077;14,39;2015-07-28;2023-09-11;Não
